incident_id,service,severity,status,root_cause,opened_at,resolved_at,mttr_minutes,sla_minutes,sla_breached,assigned_to,notes
INC-0159,payments-api,P3,Open,CPU spike from batch job,2025-06-17 00:19:13,,,1440,No,ANL-004,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0160,reporting-engine,P4,Resolved,Disk space exhaustion,2025-03-15 20:31:42,2025-03-17 21:28:42,2937,4320,No,ANL-004,Incident on reporting-engine. Root cause: Disk space exhaustion.
INC-0161,auth-service,P3,Resolved,Database connection exhaustion,2025-03-12 20:33:11,2025-03-14 01:55:11,1762,1440,Yes,ANL-001,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0162,user-portal,P3,In Progress,CPU spike from batch job,2025-02-16 14:07:35,,,1440,No,ANL-005,Incident on user-portal. Root cause: CPU spike from batch job.
INC-0163,api-gateway,P3,Resolved,Disk space exhaustion,2025-02-09 23:01:27,2025-02-10 19:02:27,1201,1440,No,ANL-005,Incident on api-gateway. Root cause: Disk space exhaustion.
INC-0164,notification-service,P3,Open,Certificate expiry,2026-05-26 02:27:07,,,1440,No,ANL-002,Incident on notification-service. Root cause: Certificate expiry.
INC-0165,payments-api,P4,In Progress,Database connection exhaustion,2025-08-05 08:53:16,,,4320,No,ANL-002,Incident on payments-api. Root cause: Database connection exhaustion.
INC-0166,email-relay,P4,In Progress,Third-party API timeout,2026-05-15 04:46:50,,,4320,No,ANL-001,Incident on email-relay. Root cause: Third-party API timeout.
INC-0167,auth-service,P3,Resolved,Certificate expiry,2025-08-01 06:07:45,2025-08-01 21:14:45,907,1440,No,ANL-003,Incident on auth-service. Root cause: Certificate expiry.
INC-0168,auth-service,P3,Resolved,Disk space exhaustion,2025-02-24 01:09:58,2025-02-25 06:12:58,1743,1440,Yes,ANL-001,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0169,reporting-engine,P2,Resolved,Network packet loss,2025-09-22 18:45:42,2025-09-22 21:21:42,156,240,No,ANL-003,Incident on reporting-engine. Root cause: Network packet loss.
INC-0170,auth-service,P3,In Progress,Certificate expiry,2025-05-03 06:19:59,,,1440,No,ANL-001,Incident on auth-service. Root cause: Certificate expiry.
INC-0171,reporting-engine,P3,Open,Network packet loss,2026-04-17 12:43:01,,,1440,No,ANL-004,Incident on reporting-engine. Root cause: Network packet loss.
INC-0172,api-gateway,P2,Resolved,Disk space exhaustion,2025-03-28 03:08:06,2025-03-28 04:37:06,89,240,No,ANL-005,Incident on api-gateway. Root cause: Disk space exhaustion.
INC-0173,notification-service,P3,Resolved,Disk space exhaustion,2026-04-11 12:13:37,2026-04-11 19:46:37,453,1440,No,ANL-001,Incident on notification-service. Root cause: Disk space exhaustion.
INC-0174,database-cluster,P2,Resolved,Misconfiguration after deploy,2025-09-12 20:38:38,2025-09-12 22:13:38,95,240,No,ANL-001,Incident on database-cluster. Root cause: Misconfiguration after deploy.
INC-0175,auth-service,P3,In Progress,CPU spike from batch job,2025-06-28 17:34:28,,,1440,No,ANL-005,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0176,payments-api,P4,Resolved,Memory leak,2025-12-05 19:43:21,2025-12-06 18:38:21,1375,4320,No,ANL-004,Incident on payments-api. Root cause: Memory leak.
INC-0177,reporting-engine,P4,Open,Third-party API timeout,2025-11-11 02:59:20,,,4320,No,ANL-003,Incident on reporting-engine. Root cause: Third-party API timeout.
INC-0178,user-portal,P2,Resolved,Third-party API timeout,2025-12-24 08:49:40,2025-12-24 14:22:40,333,240,Yes,ANL-001,Incident on user-portal. Root cause: Third-party API timeout.
INC-0179,email-relay,P3,Resolved,Disk space exhaustion,2026-02-11 23:22:11,2026-02-13 14:24:11,2342,1440,Yes,ANL-004,Incident on email-relay. Root cause: Disk space exhaustion.
INC-0180,api-gateway,P4,In Progress,Certificate expiry,2025-03-01 07:48:53,,,4320,No,ANL-001,Incident on api-gateway. Root cause: Certificate expiry.
INC-0181,api-gateway,P3,Resolved,Certificate expiry,2025-07-03 12:22:14,2025-07-05 00:27:14,2165,1440,Yes,ANL-002,Incident on api-gateway. Root cause: Certificate expiry.
INC-0182,auth-service,P2,Open,Certificate expiry,2026-05-03 17:48:48,,,240,No,ANL-004,Incident on auth-service. Root cause: Certificate expiry.
INC-0183,email-relay,P4,Resolved,Third-party API timeout,2025-09-09 01:02:17,2025-09-11 01:40:17,2918,4320,No,ANL-002,Incident on email-relay. Root cause: Third-party API timeout.
INC-0184,database-cluster,P3,Resolved,Third-party API timeout,2025-02-13 15:07:27,2025-02-14 07:27:27,980,1440,No,ANL-005,Incident on database-cluster. Root cause: Third-party API timeout.
INC-0185,auth-service,P1,Resolved,DDoS attack pattern,2025-08-11 23:30:13,2025-08-11 23:47:13,17,60,No,ANL-001,Incident on auth-service. Root cause: DDoS attack pattern.
INC-0186,email-relay,P3,Open,CPU spike from batch job,2025-02-01 20:43:07,,,1440,No,ANL-005,Incident on email-relay. Root cause: CPU spike from batch job.
INC-0187,payments-api,P3,Open,Certificate expiry,2025-02-18 01:24:33,,,1440,No,ANL-001,Incident on payments-api. Root cause: Certificate expiry.
INC-0188,payments-api,P4,Resolved,CPU spike from batch job,2026-05-17 20:40:55,2026-05-20 15:25:55,4005,4320,No,ANL-001,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0189,auth-service,P2,Resolved,CPU spike from batch job,2026-04-19 15:35:48,2026-04-19 18:27:48,172,240,No,ANL-003,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0190,api-gateway,P3,Resolved,Third-party API timeout,2025-02-10 16:09:50,2025-02-12 06:16:50,2287,1440,Yes,ANL-001,Incident on api-gateway. Root cause: Third-party API timeout.
INC-0191,database-cluster,P3,In Progress,Misconfiguration after deploy,2026-05-25 23:14:29,,,1440,No,ANL-002,Incident on database-cluster. Root cause: Misconfiguration after deploy.
INC-0192,api-gateway,P3,Open,Misconfiguration after deploy,2026-05-25 13:44:46,,,1440,No,ANL-002,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0193,search-service,P3,Resolved,Disk space exhaustion,2026-05-15 19:35:01,2026-05-16 12:09:01,994,1440,No,ANL-002,Incident on search-service. Root cause: Disk space exhaustion.
INC-0194,reporting-engine,P3,Resolved,CPU spike from batch job,2025-10-09 00:57:52,2025-10-09 10:08:52,551,1440,No,ANL-003,Incident on reporting-engine. Root cause: CPU spike from batch job.
INC-0195,inventory-service,P3,Resolved,Upstream dependency failure,2025-06-25 23:04:06,2025-06-26 16:43:06,1059,1440,No,ANL-002,Incident on inventory-service. Root cause: Upstream dependency failure.
INC-0196,auth-service,P1,Resolved,CPU spike from batch job,2026-02-13 23:15:39,2026-02-13 23:36:39,21,60,No,ANL-003,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0197,reporting-engine,P4,Resolved,Certificate expiry,2025-05-07 00:30:26,2025-05-09 11:16:26,3526,4320,No,ANL-005,Incident on reporting-engine. Root cause: Certificate expiry.
INC-0198,payments-api,P4,Resolved,Disk space exhaustion,2025-10-10 23:01:59,2025-10-16 10:56:59,7915,4320,Yes,ANL-004,Incident on payments-api. Root cause: Disk space exhaustion.
INC-0199,notification-service,P3,Resolved,CPU spike from batch job,2025-07-05 18:25:26,2025-07-06 15:44:26,1279,1440,No,ANL-004,Incident on notification-service. Root cause: CPU spike from batch job.
INC-0200,inventory-service,P4,In Progress,Misconfiguration after deploy,2025-10-24 14:37:05,,,4320,No,ANL-005,Incident on inventory-service. Root cause: Misconfiguration after deploy.
INC-0201,email-relay,P3,Resolved,Certificate expiry,2025-07-14 04:23:51,2025-07-15 11:21:51,1858,1440,Yes,ANL-004,Incident on email-relay. Root cause: Certificate expiry.
INC-0202,search-service,P4,Resolved,Database connection exhaustion,2025-08-10 09:57:35,2025-08-11 10:57:35,1500,4320,No,ANL-002,Incident on search-service. Root cause: Database connection exhaustion.
INC-0203,auth-service,P2,Open,Database connection exhaustion,2025-06-22 11:05:18,,,240,No,ANL-003,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0204,search-service,P4,Open,DDoS attack pattern,2025-07-03 03:13:18,,,4320,No,ANL-001,Incident on search-service. Root cause: DDoS attack pattern.
INC-0205,api-gateway,P3,Resolved,Certificate expiry,2025-04-17 21:02:32,2025-04-19 00:34:32,1652,1440,Yes,ANL-003,Incident on api-gateway. Root cause: Certificate expiry.
INC-0206,inventory-service,P4,Resolved,Network packet loss,2026-04-23 22:55:22,2026-04-25 02:23:22,1648,4320,No,ANL-001,Incident on inventory-service. Root cause: Network packet loss.
INC-0207,search-service,P1,Open,Third-party API timeout,2026-02-14 22:22:26,,,60,No,ANL-001,Incident on search-service. Root cause: Third-party API timeout.
INC-0208,auth-service,P4,In Progress,Upstream dependency failure,2025-11-23 02:06:55,,,4320,No,ANL-004,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0209,payments-api,P1,In Progress,CPU spike from batch job,2025-01-13 18:22:37,,,60,No,ANL-005,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0210,auth-service,P2,Resolved,Third-party API timeout,2025-10-02 00:58:03,2025-10-02 06:57:03,359,240,Yes,ANL-005,Incident on auth-service. Root cause: Third-party API timeout.
INC-0211,search-service,P3,In Progress,DDoS attack pattern,2025-02-22 13:38:02,,,1440,No,ANL-005,Incident on search-service. Root cause: DDoS attack pattern.
INC-0212,reporting-engine,P3,Open,Network packet loss,2025-02-03 19:32:25,,,1440,No,ANL-003,Incident on reporting-engine. Root cause: Network packet loss.
INC-0213,payments-api,P2,Resolved,DDoS attack pattern,2025-07-07 06:54:46,2025-07-07 14:25:46,451,240,Yes,ANL-005,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0214,api-gateway,P3,Resolved,CPU spike from batch job,2025-09-20 22:58:41,2025-09-21 06:28:41,450,1440,No,ANL-004,Incident on api-gateway. Root cause: CPU spike from batch job.
INC-0215,user-portal,P4,Resolved,Database connection exhaustion,2025-12-22 11:45:56,2025-12-23 18:11:56,1826,4320,No,ANL-003,Incident on user-portal. Root cause: Database connection exhaustion.
INC-0216,api-gateway,P2,Open,Misconfiguration after deploy,2026-02-05 07:26:47,,,240,No,ANL-005,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0217,auth-service,P3,Resolved,Misconfiguration after deploy,2025-10-05 06:28:51,2025-10-07 04:42:51,2774,1440,Yes,ANL-003,Incident on auth-service. Root cause: Misconfiguration after deploy.
INC-0218,reporting-engine,P2,Resolved,Network packet loss,2025-10-28 07:34:51,2025-10-28 10:25:51,171,240,No,ANL-002,Incident on reporting-engine. Root cause: Network packet loss.
INC-0219,database-cluster,P3,Resolved,Database connection exhaustion,2025-11-26 17:14:50,2025-11-27 16:57:50,1423,1440,No,ANL-004,Incident on database-cluster. Root cause: Database connection exhaustion.
INC-0220,payments-api,P3,Resolved,Database connection exhaustion,2025-03-04 04:35:33,2025-03-04 20:36:33,961,1440,No,ANL-003,Incident on payments-api. Root cause: Database connection exhaustion.
INC-0221,user-portal,P3,Open,Network packet loss,2025-10-01 01:18:38,,,1440,No,ANL-001,Incident on user-portal. Root cause: Network packet loss.
INC-0222,database-cluster,P3,Open,Memory leak,2025-02-28 06:52:07,,,1440,No,ANL-003,Incident on database-cluster. Root cause: Memory leak.
INC-0223,auth-service,P3,Open,Certificate expiry,2026-04-17 21:58:47,,,1440,No,ANL-001,Incident on auth-service. Root cause: Certificate expiry.
INC-0224,auth-service,P2,In Progress,DDoS attack pattern,2025-10-25 08:55:23,,,240,No,ANL-001,Incident on auth-service. Root cause: DDoS attack pattern.
INC-0225,api-gateway,P3,In Progress,Network packet loss,2025-03-01 17:14:53,,,1440,No,ANL-002,Incident on api-gateway. Root cause: Network packet loss.
INC-0226,notification-service,P3,Resolved,Database connection exhaustion,2025-01-21 03:03:34,2025-01-21 18:33:34,930,1440,No,ANL-004,Incident on notification-service. Root cause: Database connection exhaustion.
INC-0227,database-cluster,P3,Resolved,Misconfiguration after deploy,2025-12-13 15:08:01,2025-12-14 01:09:01,601,1440,No,ANL-005,Incident on database-cluster. Root cause: Misconfiguration after deploy.
INC-0228,notification-service,P2,Resolved,Database connection exhaustion,2025-04-16 10:09:39,2025-04-16 13:14:39,185,240,No,ANL-004,Incident on notification-service. Root cause: Database connection exhaustion.
INC-0229,api-gateway,P2,In Progress,DDoS attack pattern,2025-02-20 10:33:07,,,240,No,ANL-005,Incident on api-gateway. Root cause: DDoS attack pattern.
INC-0230,user-portal,P2,Resolved,DDoS attack pattern,2026-01-31 03:53:40,2026-01-31 08:43:40,290,240,Yes,ANL-001,Incident on user-portal. Root cause: DDoS attack pattern.
INC-0231,payments-api,P4,In Progress,Memory leak,2025-10-08 07:35:55,,,4320,No,ANL-005,Incident on payments-api. Root cause: Memory leak.
INC-0232,email-relay,P3,Resolved,Database connection exhaustion,2025-02-21 01:38:00,2025-02-21 12:03:00,625,1440,No,ANL-004,Incident on email-relay. Root cause: Database connection exhaustion.
INC-0233,reporting-engine,P4,Resolved,Disk space exhaustion,2026-03-23 12:55:20,2026-03-25 18:48:20,3233,4320,No,ANL-002,Incident on reporting-engine. Root cause: Disk space exhaustion.
INC-0234,inventory-service,P4,Resolved,CPU spike from batch job,2025-09-25 14:13:15,2025-09-27 14:56:15,2923,4320,No,ANL-005,Incident on inventory-service. Root cause: CPU spike from batch job.
INC-0235,reporting-engine,P3,Resolved,CPU spike from batch job,2025-02-13 00:58:13,2025-02-14 05:32:13,1714,1440,Yes,ANL-005,Incident on reporting-engine. Root cause: CPU spike from batch job.
INC-0236,notification-service,P2,Resolved,DDoS attack pattern,2026-02-08 00:57:21,2026-02-08 06:29:21,332,240,Yes,ANL-001,Incident on notification-service. Root cause: DDoS attack pattern.
INC-0237,database-cluster,P2,Resolved,Certificate expiry,2026-05-01 11:15:40,2026-05-01 14:36:40,201,240,No,ANL-005,Incident on database-cluster. Root cause: Certificate expiry.
INC-0238,auth-service,P3,Resolved,Third-party API timeout,2025-04-30 18:23:22,2025-05-01 06:08:22,705,1440,No,ANL-005,Incident on auth-service. Root cause: Third-party API timeout.
INC-0239,auth-service,P3,In Progress,Database connection exhaustion,2025-02-05 07:28:09,,,1440,No,ANL-003,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0240,email-relay,P3,In Progress,Memory leak,2026-01-22 20:06:08,,,1440,No,ANL-003,Incident on email-relay. Root cause: Memory leak.
INC-0241,reporting-engine,P3,Resolved,Misconfiguration after deploy,2025-12-19 06:40:31,2025-12-19 21:01:31,861,1440,No,ANL-001,Incident on reporting-engine. Root cause: Misconfiguration after deploy.
INC-0242,payments-api,P2,Resolved,DDoS attack pattern,2026-04-17 04:58:01,2026-04-17 07:56:01,178,240,No,ANL-003,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0243,reporting-engine,P4,In Progress,Certificate expiry,2025-10-15 19:22:11,,,4320,No,ANL-005,Incident on reporting-engine. Root cause: Certificate expiry.
INC-0244,database-cluster,P2,Resolved,Network packet loss,2025-07-12 13:32:34,2025-07-12 18:13:34,281,240,Yes,ANL-001,Incident on database-cluster. Root cause: Network packet loss.
INC-0245,auth-service,P1,Resolved,Upstream dependency failure,2025-05-05 01:01:02,2025-05-05 01:55:02,54,60,No,ANL-005,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0246,inventory-service,P3,Open,CPU spike from batch job,2025-12-29 14:03:52,,,1440,No,ANL-003,Incident on inventory-service. Root cause: CPU spike from batch job.
INC-0247,search-service,P3,Resolved,Network packet loss,2025-07-06 23:30:25,2025-07-08 13:05:25,2255,1440,Yes,ANL-005,Incident on search-service. Root cause: Network packet loss.
INC-0248,email-relay,P3,In Progress,Network packet loss,2025-08-10 22:44:09,,,1440,No,ANL-001,Incident on email-relay. Root cause: Network packet loss.
INC-0249,api-gateway,P4,Resolved,Disk space exhaustion,2025-10-12 05:34:00,2025-10-13 17:37:00,2163,4320,No,ANL-004,Incident on api-gateway. Root cause: Disk space exhaustion.
INC-0250,search-service,P1,Open,Misconfiguration after deploy,2025-02-27 02:43:52,,,60,No,ANL-005,Incident on search-service. Root cause: Misconfiguration after deploy.
INC-0251,user-portal,P3,Resolved,Database connection exhaustion,2025-11-02 22:53:50,2025-11-03 08:56:50,603,1440,No,ANL-003,Incident on user-portal. Root cause: Database connection exhaustion.
INC-0252,auth-service,P3,Open,Third-party API timeout,2026-01-31 10:43:53,,,1440,No,ANL-005,Incident on auth-service. Root cause: Third-party API timeout.
INC-0253,payments-api,P1,Open,Network packet loss,2026-02-08 09:03:48,,,60,No,ANL-002,Incident on payments-api. Root cause: Network packet loss.
INC-0254,email-relay,P3,Open,DDoS attack pattern,2025-05-07 05:15:27,,,1440,No,ANL-005,Incident on email-relay. Root cause: DDoS attack pattern.
INC-0255,search-service,P3,Open,CPU spike from batch job,2026-02-18 11:32:01,,,1440,No,ANL-005,Incident on search-service. Root cause: CPU spike from batch job.
INC-0256,api-gateway,P2,In Progress,Database connection exhaustion,2025-11-20 12:52:24,,,240,No,ANL-003,Incident on api-gateway. Root cause: Database connection exhaustion.
INC-0257,auth-service,P4,Resolved,Third-party API timeout,2026-01-04 15:00:10,2026-01-07 07:58:10,3898,4320,No,ANL-005,Incident on auth-service. Root cause: Third-party API timeout.
INC-0258,user-portal,P3,In Progress,CPU spike from batch job,2026-05-04 13:52:49,,,1440,No,ANL-004,Incident on user-portal. Root cause: CPU spike from batch job.
INC-0259,auth-service,P2,Resolved,Database connection exhaustion,2025-05-29 04:28:39,2025-05-29 05:36:39,68,240,No,ANL-004,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0260,notification-service,P3,In Progress,Disk space exhaustion,2026-01-25 18:35:36,,,1440,No,ANL-004,Incident on notification-service. Root cause: Disk space exhaustion.
INC-0261,user-portal,P4,In Progress,CPU spike from batch job,2025-06-11 01:07:46,,,4320,No,ANL-003,Incident on user-portal. Root cause: CPU spike from batch job.
INC-0262,api-gateway,P4,In Progress,Certificate expiry,2025-12-24 00:44:57,,,4320,No,ANL-003,Incident on api-gateway. Root cause: Certificate expiry.
INC-0263,email-relay,P3,Resolved,Network packet loss,2025-05-30 08:03:49,2025-05-30 23:04:49,901,1440,No,ANL-003,Incident on email-relay. Root cause: Network packet loss.
INC-0264,payments-api,P3,Resolved,Upstream dependency failure,2026-01-15 19:40:41,2026-01-17 05:59:41,2059,1440,Yes,ANL-004,Incident on payments-api. Root cause: Upstream dependency failure.
INC-0265,database-cluster,P3,In Progress,Database connection exhaustion,2026-03-22 10:22:56,,,1440,No,ANL-004,Incident on database-cluster. Root cause: Database connection exhaustion.
INC-0266,auth-service,P4,Resolved,Misconfiguration after deploy,2025-02-02 16:10:34,2025-02-04 09:43:34,2493,4320,No,ANL-001,Incident on auth-service. Root cause: Misconfiguration after deploy.
INC-0267,inventory-service,P3,In Progress,Upstream dependency failure,2025-06-06 22:49:14,,,1440,No,ANL-003,Incident on inventory-service. Root cause: Upstream dependency failure.
INC-0268,payments-api,P4,Resolved,Third-party API timeout,2026-04-01 19:18:48,2026-04-02 22:40:48,1642,4320,No,ANL-002,Incident on payments-api. Root cause: Third-party API timeout.
INC-0269,notification-service,P1,Open,Memory leak,2025-03-19 19:49:31,,,60,No,ANL-003,Incident on notification-service. Root cause: Memory leak.
INC-0270,auth-service,P3,Open,CPU spike from batch job,2025-05-03 16:14:06,,,1440,No,ANL-004,Incident on auth-service. Root cause: CPU spike from batch job.
INC-0271,api-gateway,P3,Resolved,Misconfiguration after deploy,2026-05-17 16:24:35,2026-05-19 02:22:35,2038,1440,Yes,ANL-001,Incident on api-gateway. Root cause: Misconfiguration after deploy.
INC-0272,user-portal,P3,Resolved,Disk space exhaustion,2025-05-17 12:56:20,2025-05-18 14:22:20,1526,1440,Yes,ANL-004,Incident on user-portal. Root cause: Disk space exhaustion.
INC-0273,auth-service,P4,In Progress,Memory leak,2025-08-20 18:26:02,,,4320,No,ANL-005,Incident on auth-service. Root cause: Memory leak.
INC-0274,inventory-service,P2,Open,CPU spike from batch job,2026-02-12 06:00:21,,,240,No,ANL-002,Incident on inventory-service. Root cause: CPU spike from batch job.
INC-0275,payments-api,P4,Open,DDoS attack pattern,2025-05-07 05:06:45,,,4320,No,ANL-003,Incident on payments-api. Root cause: DDoS attack pattern.
INC-0276,database-cluster,P3,Resolved,Third-party API timeout,2025-05-31 00:47:14,2025-06-01 12:27:14,2140,1440,Yes,ANL-005,Incident on database-cluster. Root cause: Third-party API timeout.
INC-0277,search-service,P4,Open,DDoS attack pattern,2025-03-09 08:54:33,,,4320,No,ANL-001,Incident on search-service. Root cause: DDoS attack pattern.
INC-0278,notification-service,P2,Open,Memory leak,2025-07-22 13:23:23,,,240,No,ANL-002,Incident on notification-service. Root cause: Memory leak.
INC-0279,database-cluster,P3,Resolved,Third-party API timeout,2026-03-21 23:12:28,2026-03-23 10:37:28,2125,1440,Yes,ANL-003,Incident on database-cluster. Root cause: Third-party API timeout.
INC-0280,auth-service,P3,Resolved,Network packet loss,2025-08-27 07:17:05,2025-08-27 15:24:05,487,1440,No,ANL-004,Incident on auth-service. Root cause: Network packet loss.
INC-0281,payments-api,P3,In Progress,Misconfiguration after deploy,2025-10-13 11:30:53,,,1440,No,ANL-002,Incident on payments-api. Root cause: Misconfiguration after deploy.
INC-0282,inventory-service,P2,Open,Third-party API timeout,2025-10-18 04:52:18,,,240,No,ANL-005,Incident on inventory-service. Root cause: Third-party API timeout.
INC-0283,notification-service,P4,Resolved,Upstream dependency failure,2026-04-08 18:47:11,2026-04-11 10:07:11,3800,4320,No,ANL-005,Incident on notification-service. Root cause: Upstream dependency failure.
INC-0284,email-relay,P3,In Progress,Database connection exhaustion,2025-02-17 23:15:12,,,1440,No,ANL-005,Incident on email-relay. Root cause: Database connection exhaustion.
INC-0285,api-gateway,P2,Resolved,CPU spike from batch job,2025-12-10 04:30:17,2025-12-10 06:12:17,102,240,No,ANL-002,Incident on api-gateway. Root cause: CPU spike from batch job.
INC-0286,payments-api,P3,Resolved,Memory leak,2025-12-19 04:35:26,2025-12-20 04:00:26,1405,1440,No,ANL-005,Incident on payments-api. Root cause: Memory leak.
INC-0287,auth-service,P3,Resolved,Memory leak,2025-11-04 13:01:08,2025-11-05 10:47:08,1306,1440,No,ANL-001,Incident on auth-service. Root cause: Memory leak.
INC-0288,reporting-engine,P3,In Progress,DDoS attack pattern,2025-02-19 12:34:15,,,1440,No,ANL-001,Incident on reporting-engine. Root cause: DDoS attack pattern.
INC-0289,auth-service,P4,Resolved,Misconfiguration after deploy,2025-11-14 13:49:55,2025-11-20 06:26:55,8197,4320,Yes,ANL-002,Incident on auth-service. Root cause: Misconfiguration after deploy.
INC-0290,reporting-engine,P4,Open,DDoS attack pattern,2025-10-25 01:56:12,,,4320,No,ANL-004,Incident on reporting-engine. Root cause: DDoS attack pattern.
INC-0291,api-gateway,P3,In Progress,Database connection exhaustion,2025-05-19 14:59:22,,,1440,No,ANL-004,Incident on api-gateway. Root cause: Database connection exhaustion.
INC-0292,auth-service,P3,Open,Memory leak,2025-08-20 17:53:21,,,1440,No,ANL-005,Incident on auth-service. Root cause: Memory leak.
INC-0293,notification-service,P3,Resolved,Network packet loss,2025-09-26 20:53:06,2025-09-27 10:43:06,830,1440,No,ANL-003,Incident on notification-service. Root cause: Network packet loss.
INC-0294,auth-service,P2,Resolved,Disk space exhaustion,2026-04-23 14:59:57,2026-04-23 16:27:57,88,240,No,ANL-002,Incident on auth-service. Root cause: Disk space exhaustion.
INC-0295,inventory-service,P2,Resolved,Third-party API timeout,2025-02-07 19:23:32,2025-02-07 23:41:32,258,240,Yes,ANL-001,Incident on inventory-service. Root cause: Third-party API timeout.
INC-0296,auth-service,P3,Resolved,Certificate expiry,2026-01-27 09:17:57,2026-01-28 16:51:57,1894,1440,Yes,ANL-002,Incident on auth-service. Root cause: Certificate expiry.
INC-0297,payments-api,P4,Resolved,Third-party API timeout,2025-09-07 01:37:51,2025-09-08 17:23:51,2386,4320,No,ANL-003,Incident on payments-api. Root cause: Third-party API timeout.
INC-0298,notification-service,P4,Resolved,Disk space exhaustion,2025-08-22 09:44:37,2025-08-24 15:19:37,3215,4320,No,ANL-001,Incident on notification-service. Root cause: Disk space exhaustion.
INC-0299,reporting-engine,P3,Resolved,CPU spike from batch job,2026-01-20 23:02:28,2026-01-21 11:00:28,718,1440,No,ANL-003,Incident on reporting-engine. Root cause: CPU spike from batch job.
INC-0300,search-service,P4,Open,DDoS attack pattern,2025-11-20 08:51:13,,,4320,No,ANL-002,Incident on search-service. Root cause: DDoS attack pattern.
INC-0301,auth-service,P2,Resolved,Upstream dependency failure,2025-06-25 00:43:36,2025-06-25 07:10:36,387,240,Yes,ANL-002,Incident on auth-service. Root cause: Upstream dependency failure.
INC-0302,reporting-engine,P4,In Progress,Disk space exhaustion,2026-03-09 20:34:41,,,4320,No,ANL-002,Incident on reporting-engine. Root cause: Disk space exhaustion.
INC-0303,payments-api,P3,Resolved,Network packet loss,2025-10-16 05:23:09,2025-10-17 16:49:09,2126,1440,Yes,ANL-005,Incident on payments-api. Root cause: Network packet loss.
INC-0304,reporting-engine,P3,Resolved,Third-party API timeout,2026-04-14 07:16:53,2026-04-15 16:35:53,1999,1440,Yes,ANL-001,Incident on reporting-engine. Root cause: Third-party API timeout.
INC-0305,search-service,P2,Resolved,Upstream dependency failure,2026-01-08 08:33:20,2026-01-08 12:24:20,231,240,No,ANL-003,Incident on search-service. Root cause: Upstream dependency failure.
INC-0306,notification-service,P3,Resolved,Database connection exhaustion,2026-01-07 23:43:55,2026-01-08 12:56:55,793,1440,No,ANL-005,Incident on notification-service. Root cause: Database connection exhaustion.
INC-0307,search-service,P3,Open,DDoS attack pattern,2025-08-08 20:36:21,,,1440,No,ANL-004,Incident on search-service. Root cause: DDoS attack pattern.
INC-0308,payments-api,P3,Open,CPU spike from batch job,2026-01-22 05:55:14,,,1440,No,ANL-001,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0309,api-gateway,P4,Resolved,Upstream dependency failure,2025-10-15 22:26:26,2025-10-18 20:25:26,4199,4320,No,ANL-004,Incident on api-gateway. Root cause: Upstream dependency failure.
INC-0310,auth-service,P1,In Progress,Misconfiguration after deploy,2026-03-06 18:28:30,,,60,No,ANL-005,Incident on auth-service. Root cause: Misconfiguration after deploy.
INC-0311,api-gateway,P3,In Progress,Upstream dependency failure,2025-10-23 00:43:35,,,1440,No,ANL-002,Incident on api-gateway. Root cause: Upstream dependency failure.
INC-0312,database-cluster,P3,Open,Network packet loss,2026-05-14 10:03:05,,,1440,No,ANL-004,Incident on database-cluster. Root cause: Network packet loss.
INC-0313,user-portal,P2,Resolved,CPU spike from batch job,2026-01-15 06:52:33,2026-01-15 08:35:33,103,240,No,ANL-005,Incident on user-portal. Root cause: CPU spike from batch job.
INC-0314,auth-service,P4,Resolved,Database connection exhaustion,2025-02-07 16:22:25,2025-02-09 22:08:25,3226,4320,No,ANL-004,Incident on auth-service. Root cause: Database connection exhaustion.
INC-0315,auth-service,P2,In Progress,Memory leak,2025-06-19 21:13:48,,,240,No,ANL-004,Incident on auth-service. Root cause: Memory leak.
INC-0316,inventory-service,P3,In Progress,Memory leak,2025-01-06 03:15:47,,,1440,No,ANL-005,Incident on inventory-service. Root cause: Memory leak.
INC-0317,search-service,P3,In Progress,Misconfiguration after deploy,2025-01-14 07:33:40,,,1440,No,ANL-004,Incident on search-service. Root cause: Misconfiguration after deploy.
INC-0318,payments-api,P4,Resolved,CPU spike from batch job,2025-04-26 15:39:01,2025-04-27 16:57:01,1518,4320,No,ANL-002,Incident on payments-api. Root cause: CPU spike from batch job.
INC-0319,payments-api,P3,Resolved,Disk space exhaustion,2025-03-03 09:01:31,2025-03-04 21:16:31,2175,1440,Yes,ANL-004,Incident on payments-api. Root cause: Disk space exhaustion.
